group	name	iter	m_wall	p_wall	m_2q	p_2q	m_1q	p_1q	m_depth	p_depth
abstract_medium	test_QASMBench_medium[seca_n11-square]	iter_5	0.00878224988332671	0.007964057583982746	119	119	447	447	258	258
abstract_medium	test_QASMBench_medium[seca_n11-heavy-hex]	iter_5	0.007817729968916286	0.007952615704017741	124	124	453	453	218	218
abstract_medium	test_QASMBench_medium[seca_n11-linear]	iter_5	0.007781968587356755	0.007811986015943008	130	130	472	472	240	240
abstract_medium	test_QASMBench_medium[square_root_n18-all-to-all]	iter_5	0.027335863507219723	0.026468208563086147	898	898	3549	3549	2607	2607
abstract_medium	test_QASMBench_medium[square_root_n18-square]	iter_5	0.03385983450959126	0.03337397606208407	1925	1925	6343	6343	4173	4173
abstract_medium	test_QASMBench_medium[square_root_n18-heavy-hex]	iter_5	0.03519875273622315	0.034224465696348086	2235	2235	7287	7287	4994	4994
abstract_medium	test_QASMBench_medium[square_root_n18-linear]	iter_5	0.03780405569289412	0.03752750827482453	2699	2699	8734	8734	5814	5814
abstract_medium	test_QASMBench_medium[swap_test_n25-all-to-all]	iter_5	0.012190138415238003	0.011815663101151586	84	84	474	474	229	229
abstract_medium	test_QASMBench_medium[swap_test_n25-square]	iter_5	0.009303354819376882	0.009373354911804199	155	155	584	584	372	372
abstract_medium	test_QASMBench_medium[swap_test_n25-heavy-hex]	iter_5	0.019967295192182065	0.019844061515938777	209	209	753	753	533	533
abstract_medium	test_QASMBench_medium[swap_test_n25-linear]	iter_5	0.009216719549149275	0.009320380864664912	134	134	615	615	376	376
abstract_medium	test_QASMBench_medium[wstate_n27-all-to-all]	iter_5	0.012403737753629684	0.011824305270271129	52	52	335	335	127	127
abstract_medium	test_QASMBench_medium[wstate_n27-square]	iter_5	0.009302349236694355	0.009440346944088839	52	52	330	330	126	126
abstract_medium	test_QASMBench_medium[wstate_n27-heavy-hex]	iter_5	0.009440759739395484	0.009323534081605347	52	52	332	332	127	127
abstract_medium	test_QASMBench_medium[wstate_n27-linear]	iter_5	0.005361714366688786	0.005462374579346641	52	52	333	333	126	126
abstract_large	test_QASMBench_large[100-all-to-all]	iter_5	0.5470795379951596	0.5228400453925133	14835	14835	94559	94559	1412	1412
abstract_large	test_QASMBench_large[100-square]	iter_5	1.293075930327177	1.1242031808942556	67890	67890	233936	233936	28922	28922
abstract_large	test_QASMBench_large[100-heavy-hex]	iter_5	1.636521926149726	1.3971410356462002	97404	97404	311217	311217	30286	30286
abstract_large	test_QASMBench_large[100-linear]	iter_5	5.423761306330562	4.437102772295475	347676	347676	936925	936925	58327	58327
abstract_large	test_QASMBench_large[32-all-to-all]	iter_5	0.06335523848732312	0.059847949839690155	1488	1488	9617	9617	454	454
abstract_large	test_QASMBench_large[32-square]	iter_5	0.08698089669148128	0.07396488164861997	3633	3633	15532	15532	3235	3235
abstract_large	test_QASMBench_large[32-heavy-hex]	iter_5	0.10091905798763037	0.08497168208387765	4959	4959	18939	18939	3139	3139
abstract_large	test_QASMBench_large[32-linear]	iter_5	0.14343649777583778	0.11941455201142365	9870	9870	31262	31262	4746	4746
abstract_large	test_QASMBench_large[adder_n118-all-to-all]	iter_5	0.0829119252351423	0.07970968261361122	845	845	3259	3259	1128	1128
abstract_large	test_QASMBench_large[adder_n118-square]	iter_5	0.07243800995250543	0.06959603404005368	1660	1660	5745	5745	1982	1982
abstract_large	test_QASMBench_large[adder_n118-heavy-hex]	iter_5	0.05103795835748315	0.04945999091225011	2313	2313	7466	7466	2873	2873
abstract_large	test_QASMBench_large[adder_n118-linear]	iter_5	0.04364607071814438	0.04350904910825193	1579	1579	5597	5597	2246	2246
abstract_large	test_QASMBench_large[adder_n28-all-to-all]	iter_5	0.01819855056025765	0.017169483378529547	195	195	747	747	355	355
abstract_large	test_QASMBench_large[adder_n28-square]	iter_5	0.013714447265138497	0.01354191167693999	319	319	1134	1134	551	551
abstract_large	test_QASMBench_large[adder_n28-heavy-hex]	iter_5	0.015101023949682713	0.01493158544216192	365	365	1273	1273	741	741
abstract_large	test_QASMBench_large[adder_n28-linear]	iter_5	0.012065216947298545	0.01198626311932817	294	294	1116	1116	533	533
abstract_large	test_QASMBench_large[adder_n433-all-to-all]	iter_5	1.5455632992088795	1.5350001845508814	3120	3120	12202	12202	3900	3900
abstract_large	test_QASMBench_large[adder_n433-square]	iter_5	0.24993121325969697	0.24513441435992717	7270	7270	24455	24455	7719	7719
abstract_large	test_QASMBench_large[adder_n433-heavy-hex]	iter_5	0.23779108487069606	0.23075553476810456	11546	11546	36146	36146	12925	12925
abstract_large	test_QASMBench_large[adder_n433-linear]	iter_5	2.02596471644938	2.1080511305481195	16602	16602	49359	49359	19660	19660
abstract_large	test_QASMBench_large[adder_n64-all-to-all]	iter_5	0.03704710125371262	0.03354890992244085	455	455	1763	1763	674	674
abstract_large	test_QASMBench_large[adder_n64-square]	iter_5	0.02672588120441179	0.026248345151543617	843	843	2995	2995	1273	1273
abstract_large	test_QASMBench_large[adder_n64-heavy-hex]	iter_5	0.029951566227656955	0.02912585503038238	1003	1003	3475	3475	1539	1539
abstract_large	test_QASMBench_large[adder_n64-linear]	iter_5	0.02253499741412022	0.021840103425913387	691	691	2638	2638	1030	1030
abstract_large	test_QASMBench_large[bv_n140-all-to-all]	iter_5	0.34740309976041317	0.3277786825783551	72	72	1071	1071	118	118
abstract_large	test_QASMBench_large[bv_n140-square]	iter_5	0.0389049149773739	0.03693210839160851	362	362	2009	2009	887	887
abstract_large	test_QASMBench_large[bv_n140-heavy-hex]	iter_5	0.05264025838359406	0.051430437993258235	513	513	2378	2378	1068	1068
abstract_large	test_QASMBench_large[bv_n140-linear]	iter_5	0.023084991655889012	0.02379539164460518	359	359	2437	2437	1116	1116
abstract_large	test_QASMBench_large[bv_n280-all-to-all]	iter_5	1.5187438242137432	1.6689984481781721	152	152	2190	2190	219	219
abstract_large	test_QASMBench_large[bv_n280-square]	iter_5	0.05684712570574549	0.05632016487005684	930	930	4757	4757	2113	2113
abstract_large	test_QASMBench_large[bv_n280-heavy-hex]	iter_5	0.06815038248896599	0.06586994888881842	1507	1507	6257	6257	2991	2991
abstract_large	test_QASMBench_large[bv_n280-linear]	iter_5	0.054899907131728376	0.0535230594442079	824	824	5350	5350	2471	2471
abstract_large	test_QASMBench_large[bv_n30-all-to-all]	iter_5	0.01695573664019032	0.015965300527485935	18	18	239	239	36	36
abstract_large	test_QASMBench_large[bv_n30-square]	iter_5	0.023622713333298993	0.023028298789127308	46	46	317	317	121	121
abstract_large	test_QASMBench_large[bv_n30-heavy-hex]	iter_5	0.00887874407949401	0.008763258777824896	75	75	369	369	165	165
abstract_large	test_QASMBench_large[bv_n30-linear]	iter_5	0.0064659066449262595	0.006327951121433028	62	62	472	472	206	206
abstract_large	test_QASMBench_large[bv_n70-all-to-all]	iter_5	0.07055120023765735	0.06536683510057628	36	36	523	523	65	65
abstract_large	test_QASMBench_large[bv_n70-square]	iter_5	0.03137350584747213	0.030908140607855537	137	137	816	816	279	279
abstract_large	test_QASMBench_large[bv_n70-heavy-hex]	iter_5	0.03196618362562731	0.031667125721772514	164	164	910	910	411	411
abstract_large	test_QASMBench_large[bv_n70-linear]	iter_5	0.010837285973868528	0.010880282324026613	151	151	1105	1105	480	480
abstract_large	test_QASMBench_large[bwt_n37-all-to-all]	iter_5	15.274498384445906	14.831768905743957	604400	604400	2366497	2366497	1615901	1615901
abstract_large	test_QASMBench_large[bwt_n37-square]	iter_5	32.5265039447695	30.605758018791676	1537497	1537497	4937888	4937888	2956627	2956627
abstract_large	test_QASMBench_large[bwt_n37-heavy-hex]	iter_5	39.49995908886194	37.82102840766311	2026813	2026813	6143358	6143358	3631059	3631059
abstract_large	test_QASMBench_large[bwt_n37-linear]	iter_5	55.225174179300666	50.503091705963016	3279186	3279186	9318702	9318702	5220790	5220790
abstract_large	test_QASMBench_large[cat_n130-all-to-all]	iter_5	0.0803841332403513	0.08096762674932297	129	129	779	779	391	391
abstract_large	test_QASMBench_large[cat_n130-square]	iter_5	0.014210339770584867	0.013998086091832838	129	129	779	779	391	391
abstract_large	test_QASMBench_large[cat_n130-heavy-hex]	iter_5	0.024454876130750012	0.023138956971127878	129	129	779	779	391	391
abstract_large	test_QASMBench_large[cat_n130-linear]	iter_5	0.010644752388963332	0.010412800422572827	129	129	779	779	391	391
abstract_large	test_QASMBench_large[cat_n260-all-to-all]	iter_5	0.30891815992072225	0.301184706389904	259	259	1559	1559	781	781
abstract_large	test_QASMBench_large[cat_n260-square]	iter_5	0.02284626920961521	0.022375395769874254	259	259	1559	1559	781	781
abstract_large	test_QASMBench_large[cat_n260-heavy-hex]	iter_5	6.69419714435935	6.363705739378929	3001	3001	8395	8395	5402	5402
abstract_large	test_QASMBench_large[cat_n260-linear]	iter_5	0.016330706244655723	0.01608133338139219	259	259	1559	1559	781	781
abstract_large	test_QASMBench_large[cat_n35-all-to-all]	iter_5	0.015630113073822224	0.014350216370075941	34	34	209	209	106	106
abstract_large	test_QASMBench_large[cat_n35-square]	iter_5	0.008206622558645904	0.008236408900093594	34	34	209	209	106	106
abstract_large	test_QASMBench_large[cat_n35-heavy-hex]	iter_5	0.009379181922191665	0.009303704976051484	34	34	209	209	106	106
abstract_large	test_QASMBench_large[cat_n35-linear]	iter_5	0.005000357864758907	0.0051066902969246625	34	34	209	209	106	106
abstract_large	test_QASMBench_large[cat_n65-all-to-all]	iter_5	0.02761929149965982	0.02587309221808727	64	64	389	389	196	196
abstract_large	test_QASMBench_large[cat_n65-square]	iter_5	0.012154509107787887	0.01209072971668763	64	64	389	389	196	196
abstract_large	test_QASMBench_large[cat_n65-heavy-hex]	iter_5	0.01375724031576808	0.013693904818993219	64	64	389	389	196	196
abstract_large	test_QASMBench_large[cat_n65-linear]	iter_5	0.006677700751492766	0.006714986396028841	64	64	389	389	196	196
abstract_large	test_QASMBench_large[cc_n151-all-to-all]	iter_5	1.2572099026292562	1.2575465310364962	150	150	917	917	462	462
abstract_large	test_QASMBench_large[cc_n151-square]	iter_5	1.4261709582060575	1.4998536258935928	740	740	2902	2902	2122	2122
abstract_large	test_QASMBench_large[cc_n151-heavy-hex]	iter_5	1.479122444987297	1.5267596822232008	1341	1341	4447	4447	3149	3149
abstract_large	test_QASMBench_large[cc_n151-linear]	iter_5	1.4252348244190216	1.4294231943786144	338	338	1962	1962	1365	1365
abstract_large	test_QASMBench_large[cc_n301-all-to-all]	iter_5	4.989907346665859	5.151837410405278	300	300	1817	1817	912	912
abstract_large	test_QASMBench_large[cc_n301-square]	iter_5	5.510189615190029	5.475184723734856	1682	1682	6515	6515	4485	4485
abstract_large	test_QASMBench_large[cc_n301-heavy-hex]	iter_5	5.635927191004157	5.754096392542124	3564	3564	11881	11881	7982	7982
abstract_large	test_QASMBench_large[cc_n301-linear]	iter_5	5.633494792506099	5.328313797712326	665	665	3853	3853	2689	2689
abstract_large	test_QASMBench_large[cc_n32-all-to-all]	iter_5	0.09721240252256394	0.10307864435017108	31	31	201	201	105	105
abstract_large	test_QASMBench_large[cc_n32-square]	iter_5	0.11349896445042557	0.11439557828836971	96	96	391	391	287	287
abstract_large	test_QASMBench_large[cc_n32-heavy-hex]	iter_5	0.1259371624328196	0.12546087009832263	146	146	504	504	393	393
abstract_large	test_QASMBench_large[cc_n32-linear]	iter_5	0.11936823353171348	0.11583680452571975	64	64	367	367	259	259
abstract_large	test_QASMBench_large[cc_n64-all-to-all]	iter_5	0.29126567440107465	0.276903904043138	63	63	393	393	201	201
abstract_large	test_QASMBench_large[cc_n64-square]	iter_5	0.3414520202204585	0.3507354309161504	227	227	966	966	698	698
abstract_large	test_QASMBench_large[cc_n64-heavy-hex]	iter_5	0.3604568683852752	0.36869262034694356	416	416	1467	1467	1102	1102
abstract_large	test_QASMBench_large[cc_n64-linear]	iter_5	0.34195387673874694	0.34640980511903763	131	131	792	792	550	550
abstract_large	test_QASMBench_large[dnn_n33-all-to-all]	iter_5	0.03356704205788415	0.03149989824742079	172	172	916	916	312	312
abstract_large	test_QASMBench_large[dnn_n33-square]	iter_5	0.03150694246869534	0.030083819207820026	292	292	1210	1210	454	454
abstract_large	test_QASMBench_large[dnn_n33-heavy-hex]	iter_5	0.03587404291691451	0.033888819503287475	382	382	1463	1463	646	646
abstract_large	test_QASMBench_large[dnn_n33-linear]	iter_5	0.03218245168682188	0.030532208216540953	352	352	1496	1496	567	567
abstract_large	test_QASMBench_large[dnn_n51-all-to-all]	iter_5	0.05195720428600907	0.04998914767056704	271	271	1469	1469	466	466
abstract_large	test_QASMBench_large[dnn_n51-square]	iter_5	0.061631611493580485	0.059200391794244446	579	579	2277	2277	854	854
abstract_large	test_QASMBench_large[dnn_n51-heavy-hex]	iter_5	0.04932649149781182	0.046357684853402054	756	756	2801	2801	1058	1058
abstract_large	test_QASMBench_large[dnn_n51-linear]	iter_5	0.04766816942190582	0.045071999420938286	571	571	2405	2405	920	920
abstract_large	test_QASMBench_large[ghz_n127-all-to-all]	iter_5	0.06976792908140592	0.06999590939709119	126	126	761	761	382	382
abstract_large	test_QASMBench_large[ghz_n127-square]	iter_5	0.01455672172773065	0.014237434474321513	126	126	761	761	382	382
abstract_large	test_QASMBench_large[ghz_n127-heavy-hex]	iter_5	0.02428871057019001	0.022774131264951494	126	126	761	761	382	382
abstract_large	test_QASMBench_large[ghz_n127-linear]	iter_5	0.010441939683353647	0.010305060450225435	126	126	761	761	382	382
abstract_large	test_QASMBench_large[ghz_state_n255-all-to-all]	iter_5	0.3010570555925369	0.2829351010732353	254	254	1529	1529	766	766
abstract_large	test_QASMBench_large[ghz_state_n255-square]	iter_5	0.1273431673180312	0.12482782104052603	254	254	1529	1529	766	766
abstract_large	test_QASMBench_large[ghz_state_n255-heavy-hex]	iter_5	6.874301133677363	6.773844990879297	2879	2879	8050	8050	5168	5168
abstract_large	test_QASMBench_large[ghz_state_n255-linear]	iter_5	0.016116347908973695	0.016466324949370965	254	254	1529	1529	766	766
abstract_large	test_QASMBench_large[ghz_n40-all-to-all]	iter_5	0.01706312629475928	0.015999464052064077	39	39	239	239	121	121
abstract_large	test_QASMBench_large[ghz_n40-square]	iter_5	0.009797966759651899	0.009667434860020876	39	39	239	239	121	121
abstract_large	test_QASMBench_large[ghz_n40-heavy-hex]	iter_5	0.009685435522423715	0.009558411536387878	39	39	239	239	121	121
abstract_large	test_QASMBench_large[ghz_n40-linear]	iter_5	0.00519845579859569	0.005254258590109776	39	39	239	239	121	121
abstract_large	test_QASMBench_large[ghz_n78-all-to-all]	iter_5	0.033405646495521066	0.03156567341648042	77	77	467	467	235	235
abstract_large	test_QASMBench_large[ghz_n78-square]	iter_5	0.010507903972883587	0.01036268062889576	77	77	467	467	235	235
abstract_large	test_QASMBench_large[ghz_n78-heavy-hex]	iter_5	0.01425125641559345	0.014167742228464168	77	77	467	467	235	235
abstract_large	test_QASMBench_large[ghz_n78-linear]	iter_5	0.007576286392517327	0.007594708697153972	77	77	467	467	235	235
abstract_large	test_QASMBench_large[ising_n34-all-to-all]	iter_5	0.01545399459428154	0.013808267593786522	66	66	377	377	22	22
abstract_large	test_QASMBench_large[ising_n34-square]	iter_5	0.010126728142045209	0.009155197348445655	66	66	370	370	21	21
abstract_large	test_QASMBench_large[ising_n34-heavy-hex]	iter_5	0.011207121332268139	0.010242707036594127	66	66	375	375	22	22
abstract_large	test_QASMBench_large[ising_n34-linear]	iter_5	0.006867451106126492	0.005831852763597118	66	66	380	380	21	21
abstract_large	test_QASMBench_large[ising_n42-all-to-all]	iter_5	0.019277760653563264	0.017176435527498604	82	82	468	468	22	22
abstract_large	test_QASMBench_large[ising_n42-square]	iter_5	0.01165014231599957	0.010570896908323815	82	82	474	474	22	22
abstract_large	test_QASMBench_large[ising_n42-heavy-hex]	iter_5	0.011834504014653404	0.010663013075194929	82	82	466	466	22	22
abstract_large	test_QASMBench_large[ising_n42-linear]	iter_5	0.007576708003878593	0.0065324820027175086	82	82	474	474	22	22
abstract_large	test_QASMBench_large[ising_n420-all-to-all]	iter_5	1.3264282643795013	1.3106491956859827	838	838	4794	4794	23	23
abstract_large	test_QASMBench_large[ising_n420-square]	iter_5	0.04251321063687404	0.038441088767005846	838	838	4749	4749	22	22
abstract_large	test_QASMBench_large[ising_n420-heavy-hex]	iter_5	0.055093692027424514	0.050482872407883406	838	838	4782	4782	23	23
abstract_large	test_QASMBench_large[ising_n420-linear]	iter_5	0.03597309999167919	0.03161256993189454	838	838	4760	4760	23	23
abstract_large	test_QASMBench_large[ising_n66-all-to-all]	iter_5	0.029332462040817037	0.026373841346074373	130	130	740	740	22	22
abstract_large	test_QASMBench_large[ising_n66-square]	iter_5	0.015186062541145545	0.013898071327379772	130	130	750	750	23	23
abstract_large	test_QASMBench_large[ising_n66-heavy-hex]	iter_5	0.01699859472312804	0.01576883060437056	130	130	755	755	23	23
abstract_large	test_QASMBench_large[ising_n66-linear]	iter_5	0.009990241945437763	0.008828475576850165	130	130	744	744	22	22
abstract_large	test_QASMBench_large[ising_n98-all-to-all]	iter_5	0.04896532762795687	0.04580525619288286	194	194	1113	1113	22	22
abstract_large	test_QASMBench_large[ising_n98-square]	iter_5	0.015282369381378568	0.013883192283923136	194	194	1100	1100	22	22
abstract_large	test_QASMBench_large[ising_n98-heavy-hex]	iter_5	2.8676481507718563	2.8402488622814417	590	590	2107	2107	120	120
abstract_large	test_QASMBench_large[ising_n98-linear]	iter_5	0.013532274428548085	0.012030406950567013	194	194	1118	1118	23	23
abstract_large	test_QASMBench_large[knn_129-all-to-all]	iter_5	0.08602789494519432	0.084443265106529	448	448	2093	2093	1092	1092
abstract_large	test_QASMBench_large[knn_129-square]	iter_5	0.065517722745426	0.06428291730117053	1307	1307	4299	4299	2506	2506
abstract_large	test_QASMBench_large[knn_129-heavy-hex]	iter_5	0.0662553256843239	0.0654171600472182	1651	1651	5167	5167	3195	3195
abstract_large	test_QASMBench_large[knn_129-linear]	iter_5	0.04334841024441024	0.04012591928243637	831	831	3213	3213	2197	2197
abstract_large	test_QASMBench_large[knn_n31-all-to-all]	iter_5	0.014511737150742728	0.013765478267201356	105	105	497	497	272	272
abstract_large	test_QASMBench_large[knn_n31-square]	iter_5	0.012175493296000022	0.011994535198960548	210	210	738	738	496	496
abstract_large	test_QASMBench_large[knn_n31-heavy-hex]	iter_5	0.019880753186232638	0.018558067462916644	269	269	830	830	621	621
abstract_large	test_QASMBench_large[knn_n31-linear]	iter_5	0.010343178789666358	0.0103045375505974	171	171	744	744	479	479
