group	name	iter	m_wall	p_wall	m_2q	p_2q	m_1q	p_1q	m_depth	p_depth
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-58_h-2-square]	iter_3	0.23321771109476686	0.2260708723217249	5172	5172	17018	17018	3633	3633
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-58_h-2-heavy-hex]	iter_3	0.1328664836473763	0.12925818841904402	7128	7128	22259	22259	4288	4288
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-58_h-2-linear]	iter_3	0.15563095467431204	0.15260739305189677	5805	5805	18723	18723	3213	3213
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-triag-nonpbc-qubitnodes_Lx-16_Ly-16_U-4_enc-bk-all-to-all]	iter_3	0.8351223189383745	0.8213774971663952	11437	11437	31694	31694	17715	17715
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-triag-nonpbc-qubitnodes_Lx-16_Ly-16_U-4_enc-bk-square]	iter_3	0.6622325526550412	0.5583741888403893	29624	29624	85465	85465	33497	33497
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-triag-nonpbc-qubitnodes_Lx-16_Ly-16_U-4_enc-bk-heavy-hex]	iter_3	0.8810926973819733	0.731111329048872	47021	47021	132651	132651	51445	51445
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-triag-nonpbc-qubitnodes_Lx-16_Ly-16_U-4_enc-bk-linear]	iter_3	2.25707202963531	1.98853057064116	156768	156768	416302	416302	148933	148933
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-160_U-12_enc-parity-all-to-all]	iter_3	0.6592050790786743	0.6542036095634103	3493	3493	11413	11413	11692	11692
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-160_U-12_enc-parity-square]	iter_3	0.4792818898955981	0.4420595671981573	9950	9950	29808	29808	19773	19773
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-160_U-12_enc-parity-heavy-hex]	iter_3	0.24392710020765662	0.20203263014554979	17526	17526	50155	50155	30843	30843
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-160_U-12_enc-parity-linear]	iter_3	0.34708391067882377	0.283595759421587	31891	31891	84069	84069	45738	45738
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-160_h-0.1-all-to-all]	iter_3	0.6158325402066112	0.6044929027557373	1606	1606	6287	6287	1204	1204
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-160_h-0.1-square]	iter_3	0.17063538637012243	0.15160927761878287	6347	6347	18865	18865	3350	3350
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-160_h-0.1-heavy-hex]	iter_3	0.16911708346257606	0.14932768046855927	8655	8655	24822	24822	4432	4432
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-160_h-0.1-linear]	iter_3	0.3016370804980397	0.25809880066663027	24404	24404	64353	64353	10432	10432
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-19_Ly-19_h-5-all-to-all]	iter_3	0.8443992910906672	0.8426106823608279	1368	1368	5779	5779	677	677
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-19_Ly-19_h-5-square]	iter_3	0.05613887474379119	0.05106868268921971	1368	1368	5760	5760	687	687
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-19_Ly-19_h-5-heavy-hex]	iter_3	0.18300635709116855	0.16182210615703038	10040	10040	28802	28802	3541	3541
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-19_Ly-19_h-5-linear]	iter_3	0.3648361247032881	0.3153985710814595	26897	26897	71257	71257	5101	5101
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-185_h-0.5-all-to-all]	iter_3	0.9103625882416964	0.9325247183442116	1665	1665	8308	8308	4361	4361
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-185_h-0.5-square]	iter_3	0.3022870267741382	0.2982589057646692	5295	5295	17731	17731	7052	7052
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-185_h-0.5-heavy-hex]	iter_3	0.15645842706518515	0.15106886066496372	8367	8367	25568	25568	9118	9118
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-185_h-0.5-linear]	iter_3	0.16540111521525042	0.1554319164050477	5430	5430	17796	17796	6520	6520
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-105_U-8_enc-bk-all-to-all]	iter_3	1.6249265242367983	1.6371951159089804	5788	5788	18289	18289	5209	5209
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-105_U-8_enc-bk-square]	iter_3	0.5006475908060869	0.4302688737710317	21049	21049	61474	61474	13979	13979
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-105_U-8_enc-bk-heavy-hex]	iter_3	0.5982212480157614	0.5178138958290219	33903	33903	95440	95440	22096	22096
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-105_U-8_enc-bk-linear]	iter_3	1.7553628962486982	1.4815419893711805	113212	113212	296522	296522	83036	83036
abstract_hamiltonians	test_hamiltonians[ham_ash608gpia,n-160,rinst-1-all-to-all]	iter_3	2.264918603003025	2.2509029787033796	2268	2268	7674	7674	381	381
abstract_hamiltonians	test_hamiltonians[ham_ash608gpia,n-160,rinst-1-square]	iter_3	0.3083137650974095	0.28376414766535163	10815	10815	31034	31034	3116	3116
abstract_hamiltonians	test_hamiltonians[ham_ash608gpia,n-160,rinst-1-heavy-hex]	iter_3	0.34581767084697884	0.31091279396787286	17169	17169	47738	47738	4291	4291
abstract_hamiltonians	test_hamiltonians[ham_ash608gpia,n-160,rinst-1-linear]	iter_3	1.3675126433372498	1.156638115644455	95983	95983	244778	244778	16215	16215
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-4_Ly-133_h-0.1-all-to-all]	iter_3	3.1468818597495556	3.2343072816729546	2781	2781	13730	13730	3231	3231
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-4_Ly-133_h-0.1-square]	iter_3	0.5214813714846969	0.5135420029982924	11571	11571	36170	36170	7553	7553
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-4_Ly-133_h-0.1-heavy-hex]	iter_3	0.28705252474173903	0.2747659613378346	12150	12150	38158	38158	8255	8255
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-4_Ly-133_h-0.1-linear]	iter_3	0.36366187284390133	0.36091867585976917	8337	8337	28436	28436	5979	5979
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-148_h-6-all-to-all]	iter_3	4.383814236149192	4.354743055999279	2368	2368	9692	9692	3153	3153
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-148_h-6-square]	iter_3	0.3327691523979108	0.3011734038591385	12828	12828	37713	37713	8791	8791
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-148_h-6-heavy-hex]	iter_3	0.3351323337604602	0.29533972311764956	18164	18164	51426	51426	11770	11770
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-148_h-6-linear]	iter_3	0.4565150545289119	0.41900216042995453	20958	20958	58638	58638	14013	14013
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-72_U-0_enc-parity-all-to-all]	iter_3	9.031320374459028	9.04493492655456	28644	28644	72326	72326	89248	89248
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-72_U-0_enc-parity-square]	iter_3	3.793137749657035	3.8079266399145126	28638	28638	72416	72416	89207	89207
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-72_U-0_enc-parity-heavy-hex]	iter_3	18.01645092666149	16.807654244825244	135554	135554	372865	372865	264691	264691
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-72_U-0_enc-parity-linear]	iter_3	0.49349994771182537	0.443648021047314	28694	28694	72819	72819	89521	89521
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-190_h-0-all-to-all]	iter_3	10.037335319444537	10.388705240562558	4560	4560	22115	22115	6653	6653
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-190_h-0-square]	iter_3	0.5243684593588114	0.5067659886553884	19197	19197	59853	59853	14515	14515
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-190_h-0-heavy-hex]	iter_3	0.5407413095235825	0.5228440333157778	29784	29784	86923	86923	20796	20796
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-190_h-0-linear]	iter_3	0.7574236942455173	0.7596270246431231	27417	27417	81289	81289	19644	19644
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-40_Ly-40_h-0.1-all-to-all]	iter_3	15.496867252513766	15.493066990748048	7380	7380	35713	35713	3161	3161
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-40_Ly-40_h-0.1-square]	iter_3	0.8660342628136277	0.852737202309072	31842	31842	98608	98608	14689	14689
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-40_Ly-40_h-0.1-heavy-hex]	iter_3	0.9051294047385454	0.877592627890408	50877	50877	147189	147189	18947	18947
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-40_Ly-40_h-0.1-linear]	iter_3	1.7147996090352535	1.6840202659368515	93627	93627	254614	254614	26091	26091
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-186_h-0.5-all-to-all]	iter_3	19.141819709911942	19.731747068464756	5007	5007	24610	24610	4547	4547
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-186_h-0.5-square]	iter_3	1.453904565423727	1.4173462372273207	25812	25812	78385	78385	13552	13552
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-186_h-0.5-heavy-hex]	iter_3	0.7937234444543719	0.7810899242758751	33282	33282	96467	96467	17782	17782
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-186_h-0.5-linear]	iter_3	1.0474085435271263	1.0460279285907745	18066	18066	58831	58831	10007	10007
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-186_h-3-all-to-all]	iter_3	19.80300845578313	19.895800955593586	5580	5580	27147	27147	6524	6524
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-186_h-3-square]	iter_3	0.8224035929888487	0.7994282525032759	25557	25557	79061	79061	14976	14976
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-186_h-3-heavy-hex]	iter_3	0.8267792165279388	0.8258343990892172	40311	40311	115816	115816	23529	23529
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-186_h-3-linear]	iter_3	1.1789426635950804	1.1524283159524202	42678	42678	121534	121534	27432	27432
feynman	test_feynman_transpile[W-state.qasm]	iter_4	0.008345856585285881	0.00831389141365372	10	10	41	41	36	36
feynman	test_feynman_transpile[adder.qasm]	iter_4	0.010146500978183436	0.010118584295636729	94	94	336	336	288	288
feynman	test_feynman_transpile[adder_8.qasm]	iter_4	0.02265022825449705	0.02224874691594215	760	760	2419	2419	994	994
feynman	test_feynman_transpile[barenco_tof_10.qasm]	iter_4	0.016374254958671435	0.016200163019973724	319	319	1149	1149	889	889
feynman	test_feynman_transpile[barenco_tof_3.qasm]	iter_4	0.007933689188981845	0.007870639712224162	36	36	128	128	124	124
feynman	test_feynman_transpile[barenco_tof_4.qasm]	iter_4	0.0085891421352114	0.00850641649439294	78	78	272	272	230	230
feynman	test_feynman_transpile[barenco_tof_5.qasm]	iter_4	0.010119511661204424	0.009936911170370877	119	119	433	433	341	341
feynman	test_feynman_transpile[bigadder.qasm]	iter_4	0.014157823074076857	0.014076730635549341	240	240	807	807	497	497
feynman	test_feynman_transpile[csla_mux_3.qasm]	iter_4	0.01125264629115199	0.011112653305021565	153	153	488	488	246	246
feynman	test_feynman_transpile[csum_mux_9.qasm]	iter_4	0.01922781616449356	0.019052580948553832	411	411	1232	1232	324	324
feynman	test_feynman_transpile[gf2^10_mult.qasm]	iter_4	0.03372208741975242	0.0330430005259555	1804	1804	5164	5164	1786	1786
feynman	test_feynman_transpile[gf2^16_mult.qasm]	iter_4	0.07080207126481193	0.06810646144052347	4690	4690	13283	13283	3600	3600
feynman	test_feynman_transpile[gf2^32_mult.qasm]	iter_4	0.24623360820114612	0.23741030618548392	18246	18246	50984	50984	9183	9183
feynman	test_feynman_transpile[gf2^4_mult.qasm]	iter_4	0.011751792796734554	0.01170196086652093	225	225	687	687	446	446
feynman	test_feynman_transpile[gf2^5_mult.qasm]	iter_4	0.014281596935221127	0.01417769888854202	361	361	1132	1132	608	608
feynman	test_feynman_transpile[gf2^6_mult.qasm]	iter_4	0.01728617879389613	0.017229894339515453	543	543	1639	1639	790	790
feynman	test_feynman_transpile[gf2^7_mult.qasm]	iter_4	0.020684201468495613	0.020288657194570354	785	785	2340	2340	1020	1020
feynman	test_feynman_transpile[gf2^8_mult.qasm]	iter_4	0.02509978408805835	0.024813627537626486	1139	1139	3268	3268	1424	1424
feynman	test_feynman_transpile[gf2^9_mult.qasm]	iter_4	0.028473092562385966	0.028039173481778965	1436	1436	4075	4075	1634	1634
feynman	test_feynman_transpile[grover_5.qasm]	iter_4	0.016885765794930712	0.01675851148521078	470	470	1668	1668	1383	1383
feynman	test_feynman_transpile[ham15-high.qasm]	iter_4	0.07152961779917989	0.06975562537887267	4925	4925	14667	14667	11253	11253
feynman	test_feynman_transpile[ham15-low.qasm]	iter_4	0.018443529070778328	0.01809576597403396	781	781	2156	2156	1207	1207
feynman	test_feynman_transpile[ham15-med.qasm]	iter_4	0.026049014080215146	0.02566872824515615	1220	1220	3699	3699	2684	2684
feynman	test_feynman_transpile[hwb10.qasm]	iter_4	1.5284686610102654	1.2113689426332712	109341	109341	305083	305083	183344	183344
feynman	test_feynman_transpile[hwb11.qasm]	iter_4	5.202299835160375	3.965671857818961	331684	331684	909866	909866	557210	557210
feynman	test_feynman_transpile[hwb12.qasm]	iter_4	10.829472839832306	8.503203835338354	644148	644148	1765257	1765257	1066858	1066858
feynman	test_feynman_transpile[hwb6.qasm]	iter_4	0.01160815536875177	0.011526759965596971	210	210	717	717	564	564
feynman	test_feynman_transpile[hwb8.qasm]	iter_4	0.2676069042645395	0.22416074723005294	18229	18229	54367	54367	36534	36534
feynman	test_feynman_transpile[inverseqft1.qasm]	iter_4	0.008872730985145879	0.008950046670523662	0	0	40	40	30	30
feynman	test_feynman_transpile[inverseqft2.qasm]	iter_4	0.006087074322359902	0.006064260640414432	0	0	35	35	22	22
feynman	test_feynman_transpile[mod5_4.qasm]	iter_4	0.008187668986226382	0.007933043810571062	45	45	144	144	154	154
feynman	test_feynman_transpile[mod_adder_1024.qasm]	iter_4	0.06371552008204162	0.06028929241001606	3961	3961	11915	11915	8813	8813
feynman	test_feynman_transpile[mod_mult_55.qasm]	iter_4	0.009073145078638425	0.008867822997272014	85	85	288	288	167	167
feynman	test_feynman_transpile[mod_red_21.qasm]	iter_4	0.01146156025961751	0.011321659933994798	199	199	642	642	511	511
feynman	test_feynman_transpile[qcla_adder_10.qasm]	iter_4	0.025714466534554958	0.02513081468641758	485	485	1547	1547	442	442
feynman	test_feynman_transpile[qcla_com_7.qasm]	iter_4	0.019708988579864403	0.019291387615250608	355	355	1185	1185	334	334
feynman	test_feynman_transpile[qcla_mod_7.qasm]	iter_4	0.02559015455727394	0.02510475772432983	915	915	2730	2730	890	890
feynman	test_feynman_transpile[qec.qasm]	iter_4	0.006532683240755504	0.006429506418933658	4	4	20	20	14	14
feynman	test_feynman_transpile[qft.qasm]	iter_4	0.0070122575638353404	0.006855820701138614	16	16	65	65	61	61
feynman	test_feynman_transpile[qft_4.qasm]	iter_4	0.009806586708873511	0.008863333257084544	83	83	269	269	243	243
feynman	test_feynman_transpile[qpt.qasm]	iter_4	0.002803253352148346	0.002781975808587696	0	0	6	6	4	4
feynman	test_feynman_transpile[rb.qasm]	iter_4	0.0034178762273354966	0.0027777098665206596	2	2	12	12	9	9
feynman	test_feynman_transpile[rc_adder_6.qasm]	iter_4	0.011530587117054633	0.011524232060593716	157	157	507	507	320	320
feynman	test_feynman_transpile[teleport.qasm]	iter_4	0.00577199533378166	0.005746408597086415	2	2	27	27	17	17
feynman	test_feynman_transpile[teleportv2.qasm]	iter_4	0.006594847499227232	0.006667123739852717	2	2	28	28	18	18
feynman	test_feynman_transpile[tof_10.qasm]	iter_4	0.013305863287920753	0.013224027145447003	145	145	572	572	473	473
feynman	test_feynman_transpile[tof_3.qasm]	iter_4	0.007820042744865568	0.007820805769384378	24	24	94	94	84	84
feynman	test_feynman_transpile[tof_4.qasm]	iter_4	0.008114149793982506	0.008079835788036387	41	41	165	165	146	146
feynman	test_feynman_transpile[tof_5.qasm]	iter_4	0.008713524675239687	0.008770551549137704	58	58	232	232	194	194
feynman	test_feynman_transpile[vbe_adder_3.qasm]	iter_4	0.01011618013052564	0.010233107052351299	98	98	327	327	245	245
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_enc_stdbinary_dvalues_d-level-4]	iter_4	0.011957989311685749	0.012123268885681262	3	3	27	27	19	19
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-4-4]	iter_4	0.008156985068669567	0.008125481234021383	18	18	93	93	72	72
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_unary_dvalues_4-4-4]	iter_4	0.004667757111258837	0.0046190839536764	6	6	52	52	32	32
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_z_prime_enc_gray_dvalues_4-4-4-4]	iter_4	0.005728029137000788	0.005710266892974441	4	4	33	33	11	11
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_2_n-4_rinst-05]	iter_4	0.008691307010227129	0.007704988564746302	22	22	97	97	83	83
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_parity-4]	iter_4	0.009151995038756957	0.009185576042079407	62	62	207	207	194	194
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_stdbinary_dvalues_16-16-16-16-8-8-8]	iter_4	0.009761978739074298	0.009422767996078446	72	72	255	255	209	209
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_gray_dvalues_16-16-16]	iter_4	0.010117936394332597	0.009589322054615388	92	92	314	314	269	269
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_enc_gray_dvalues_d-level-16]	iter_4	0.013443954184021749	0.013365556341661533	196	196	804	804	646	646
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-8-8-8-8]	iter_4	0.014230784247903264	0.013352390513687895	36	36	186	186	72	72
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_4_n-6_rinst-15]	iter_4	0.010813880110940626	0.009730616799340798	136	136	454	454	404	404
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-6]	iter_4	0.015438239648938179	0.013633721306718685	351	351	1168	1168	1015	1015
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_unary_dvalues_8-8-8-8-8-8-8]	iter_4	0.006125012844255785	0.006097492280191389	14	14	120	120	72	72
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_7-uf20-0384.cnf-8-res]	iter_4	0.008503805350409736	0.008540096921486813	78	78	248	248	160	160
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_rand-002_Ncity-4_enc-stdbinary]	iter_4	0.010133869166733051	0.010097693108643094	137	137	460	460	330	330
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-8]	iter_4	0.03319959049778325	0.03187545094518892	1374	1374	4196	4196	3566	3566
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_enc_gray_dvalues_8-8-8]	iter_4	0.43316074336568516	0.40711247610549134	12551	12551	36713	36713	31460	31460
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_complbipart-n-10_a-5_b-5]	iter_4	0.014237336441874504	0.012703509548945086	287	287	955	955	685	685
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW10]	iter_4	0.07227886534695115	0.0626542583340779	2407	2407	7030	7030	6344	6344
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_parity10]	iter_4	0.0699042484164238	0.06524513252079486	2440	2440	7107	7107	6634	6634
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-10]	iter_4	0.07215161701398236	0.06364956346806139	2407	2407	7031	7031	6341	6341
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_x_prime_enc_stdbinary_dvalues_8-8-8-8-8-8-8-8-8-4-4-4-4-4-4]	iter_4	0.028105785325169563	0.028231530243323907	56	56	295	295	73	73
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_x_prime_enc_unary_dvalues_4-4-4]	iter_4	0.010290004216979459	0.010218434547092401	18	18	156	156	32	32
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_parity12]	iter_4	0.1619593951230248	0.15112182178667613	4740	4740	13855	13855	13321	13321
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_BK12]	iter_4	0.12832599459216	0.1230396474711597	7063	7063	20486	20486	15320	15320
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW12]	iter_4	0.1682998426258564	0.14747826675219194	4630	4630	13241	13241	12371	12371
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-4_U-40_enc-gray_d-8]	iter_4	0.09821214154362679	0.09494741701266983	4158	4158	14759	14759	12684	12684
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_enc_unary_dvalues_4-4-4]	iter_4	0.22148520462214946	0.20896635837852956	12070	12070	39001	39001	27916	27916
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_parity-14]	iter_4	0.18063945043832064	0.15429131074675492	7159	7159	20541	20541	17017	17017
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW14]	iter_4	0.21038420982658862	0.19383880930642286	6267	6267	17022	17022	15625	15625
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_enc_gray_dvalues_4-4-4-4-4-4-4]	iter_4	0.08515915790429482	0.08006393551253356	3667	3667	11853	11853	9385	9385
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_BK-14]	iter_4	0.3172268937341869	0.3101837928406894	15524	15524	43160	43160	34192	34192
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-14]	iter_4	0.3507606902470191	0.3205927908420563	12221	12221	33583	33583	30474	30474
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_z_prime_enc_unary_dvalues_16-16-16-16-16-16-16]	iter_4	0.009827746637165546	0.009784061250459287	30	30	256	256	152	152
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_graph-1D-grid-pbc-qubitnodes_Lx-16_h-2]	iter_4	0.025205096093619744	0.02522136222216345	71	71	236	236	170	170
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-18]	iter_4	0.9740005638450384	0.8861200949177146	37239	37239	98291	98291	88794	88794
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-22]	iter_4	3.999994281679392	3.754507752135396	110022	110022	292583	292583	268040	268040
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_BK22]	iter_4	3.4059213269501925	3.028334768489003	135268	135268	367012	367012	279934	279934
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_stdbinary_dvalues_4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4]	iter_4	0.012129370752774494	0.010999341041031407	24	24	240	240	13	13
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_5_n-24_rinst-04]	iter_4	0.022461795647229468	0.021945251069135138	1007	1007	2861	2861	884	884
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-ulysses22_Ncity-8_enc-stdbinary]	iter_4	0.03774061626582234	0.03697966891699112	1864	1864	5999	5999	4253	4253
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW24]	iter_4	9.134538143873215	7.805737603455782	187285	187285	504449	504449	447466	447466
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-ts225_Ncity-5_enc-unary]	iter_4	0.017190036536366853	0.016976316307078708	474	474	1431	1431	407	407
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_graph-1D-grid-pbc-qubitnodes_Lx-26_h-6]	iter_4	0.21617021225392818	0.2172395098954439	109	109	358	358	275	275
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-14_U-10_enc-stdbinary_d-4]	iter_4	0.04583923510191115	0.042636938393116	1067	1067	3868	3868	3048	3048
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-5_U-30_enc-gray_d-4]	iter_4	0.07620371119784457	0.06696484883626302	3707	3707	11982	11982	9233	9233
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_reg-5_n-10_rinst-07]	iter_4	0.09056900086050684	0.08722544698552652	6155	6155	19169	19169	11185	11185
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_unary_dvalues_16-16-16-16-16-16]	iter_4	0.012427752121136738	0.012326471532384555	60	60	512	512	152	152
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-3D-grid-nonpbc-qubitnodes_Lx-2_Ly-2_Lz-2_U-20_enc-unary_d-4]	iter_4	0.09939927123486995	0.08857794726888339	5201	5201	15785	15785	12696	12696
