group	name	wall_m	wall_p	g2q_m	g2q_p	gt_m	gt_p	d_m	d_p
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_2_n-4_rinst-05]	0.008816305722031638	0.00767592351483412	22	22	119	119	83	83
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_parity-4]	0.009169641735680988	0.009103017535222612	62	62	269	269	194	194
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_stdbinary_dvalues_16-16-16-16-8-8-8]	0.009444406355156544	0.009408315046215957	72	72	327	327	209	209
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_gray_dvalues_16-16-16]	0.010579336414995946	0.009563865088340309	92	92	406	406	269	269
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_enc_gray_dvalues_d-level-16]	0.013664929274941834	0.013498669231517447	196	196	1000	1000	646	646
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_stdbinary_dvalues_8-8-8-8-8-8]	0.014289310087378208	0.013190843819363697	36	36	222	222	72	72
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_4_n-6_rinst-15]	0.010899935325141996	0.009683442857078832	136	136	590	590	404	404
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-6]	0.01554739469337085	0.013594810515642167	351	351	1519	1519	1015	1015
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_unary_dvalues_8-8-8-8-8-8-8]	0.006165705461937346	0.006125500998817957	14	14	134	134	72	72
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_7-uf20-0384.cnf-8-res]	0.008590502991226682	0.008446932492548959	78	78	326	326	160	160
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_rand-002_Ncity-4_enc-stdbinary]	0.010209105398860715	0.010115147122026732	137	137	597	597	330	330
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-8]	0.03300872111114962	0.03195284577386995	1374	1374	5570	5570	3566	3566
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_enc_gray_dvalues_8-8-8]	0.4296268243342638	0.40907621073226136	12551	12551	49264	49264	31460	31460
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_complbipart-n-10_a-5_b-5]	0.014287018217146397	0.012552172522729551	287	287	1242	1242	685	685
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW10]	0.07349075310464416	0.06378007854024569	2407	2407	9437	9437	6344	6344
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_parity10]	0.07029419156412284	0.06545249372720718	2440	2440	9547	9547	6634	6634
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-10]	0.0724219534812229	0.06322488817386329	2407	2407	9438	9438	6341	6341
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_x_prime_enc_stdbinary_dvalues_8-8-8-8-8-8-8-8-8-4-4-4-4-4-4]	0.028167609125375748	0.02808346993782941	56	56	351	351	73	73
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_x_prime_enc_unary_dvalues_4-4-4]	0.010236810183241254	0.01057081242477653	18	18	174	174	32	32
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_parity12]	0.17147276550531387	0.14934303425252438	4740	4740	18595	18595	13321	13321
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_BK12]	0.13042415445670485	0.12152209505438805	7063	7063	27549	27549	15320	15320
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW12]	0.16767865481475988	0.14622315045978343	4630	4630	17871	17871	12371	12371
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-4_U-40_enc-gray_d-8]	0.09842851537872445	0.09418052113191648	4158	4158	18917	18917	12684	12684
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_enc_unary_dvalues_4-4-4]	0.2214871659874916	0.20592952705919743	12070	12070	51071	51071	27916	27916
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_parity-14]	0.18120567003885904	0.15457890502044133	7159	7159	27700	27700	17017	17017
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW14]	0.21152860783040522	0.19240519559631744	6267	6267	23289	23289	15625	15625
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_enc_gray_dvalues_4-4-4-4-4-4-4]	0.08232985499004523	0.08270065257182488	3667	3667	15520	15520	9385	9385
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_BK-14]	0.322814317420125	0.2979690367355943	15524	15524	58684	58684	34192	34192
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-14]	0.3545781833430131	0.3201243784278631	12221	12221	45804	45804	30474	30474
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_z_prime_enc_unary_dvalues_16-16-16-16-16-16-16]	0.009748003183958236	0.009594164555892348	30	30	286	286	152	152
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_graph-1D-grid-pbc-qubitnodes_Lx-16_h-2]	0.02518331187523224	0.02514039221304384	71	71	307	307	170	170
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-18]	0.9534810278564692	0.8711847327649593	37239	37239	135530	135530	88794	88794
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW-22]	4.144588503986597	3.696551565080881	110022	110022	402605	402605	268040	268040
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_BK22]	3.50130501575768	3.1997826043516397	135268	135268	502280	502280	279934	279934
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_stdbinary_dvalues_4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4-4]	0.01204609959008726	0.011029928450783094	24	24	264	264	13	13
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_5_n-24_rinst-04]	0.022496871260363004	0.022163626356897028	1007	1007	3868	3868	884	884
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-ulysses22_Ncity-8_enc-stdbinary]	0.03777953741761545	0.03614306270277926	1864	1864	7863	7863	4253	4253
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_ham_JW24]	9.539659483358264	7.636929536238313	187285	187285	691734	691734	447466	447466
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-ts225_Ncity-5_enc-unary]	0.017202540072348883	0.016894469796507446	474	474	1905	1905	407	407
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_graph-1D-grid-pbc-qubitnodes_Lx-26_h-6]	0.2163473702967167	0.21466709896922112	109	109	467	467	275	275
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-14_U-10_enc-stdbinary_d-4]	0.04391288841989907	0.04215625819304715	1067	1067	4935	4935	3048	3048
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-5_U-30_enc-gray_d-4]	0.07821836738059154	0.06662441417574883	3707	3707	15689	15689	9233	9233
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_reg-5_n-10_rinst-07]	0.09146913869137113	0.08991513045674021	6155	6155	25324	25324	11185	11185
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_y_prime_enc_unary_dvalues_16-16-16-16-16-16]	0.012348482083227183	0.012106997225387597	60	60	572	572	152	152
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-3D-grid-nonpbc-qubitnodes_Lx-2_Ly-2_Lz-2_U-20_enc-unary_d-4]	0.10064310226589442	0.08446411493544777	5201	5201	20986	20986	12696	12696
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_0-uuf100-0810.cnf-40-res]	0.02987098784157724	0.02876415795513562	1341	1341	4793	4793	1176	1176
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_8-uuf100-0509.cnf-40-cc]	0.0311132651386839	0.02947693772833137	1546	1546	5562	5562	1330	1330
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_4_n-40_rinst-07]	0.08324785235648353	0.06647435699899991	6028	6028	22693	22693	9916	9916
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_2-uf100-0396.cnf-46-res]	0.03474209194296393	0.033360031832541735	2213	2213	7794	7794	1712	1712
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_2-uf100-0601.cnf-46-res]	0.03715992718935013	0.035641700607435454	2511	2511	8752	8752	1913	1913
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-nonpbc-qubitnodes_Lx-12_U-40_enc-unary_d-4]	0.09828108176589012	0.08262091846420215	4545	4545	18873	18873	11704	11704
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-24_U-20_enc-stdbinary_d-4]	0.07878746994985984	0.0733292281627655	1781	1781	8410	8410	5182	5182
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-lin105_Ncity-7_enc-unary]	0.033444824538403944	0.032934007816948	1650	1650	6419	6419	1212	1212
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_5_n-60_rinst-19]	0.19113719059775272	0.16010600195399352	16063	16063	60704	60704	27012	27012
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-5_Ly-5_U-30_enc-unary_d-4]	0.33463996400435764	0.3011512034572661	21933	21933	87264	87264	48769	48769
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_mu_x_prime_enc_unary_dvalues_16-16-16-16-16-16-16-16-16-16-16-16-16-16-16]	0.01598017208151898	0.015767571869595296	120	120	1144	1144	152	152
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-d198_Ncity-8_enc-unary]	0.04773446113209833	0.04565261473709887	2679	2679	10298	10298	1811	1811
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-kroD100_Ncity-16_enc-stdbinary]	0.3262109402567148	0.2757452786900103	19013	19013	77729	77729	41423	41423
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-fl417_Ncity-16_enc-stdbinary]	0.31983385669688386	0.2739725196734071	19015	19015	77530	77530	41292	41292
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_4-uf100-0246.cnf-70-res]	0.0871192670116822	0.0831817799868683	8566	8566	29098	29098	6347	6347
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_dsjc1000.1,n-36,rinst-4]	0.0651905097765848	0.06040951368563315	3912	3912	15245	15245	4110	4110
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-15_h-3]	0.04301562858745456	0.041576526050145425	1027	1027	3891	3891	815	815
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-10_U-30_enc-unary_d-8]	0.3860189560800791	0.326058325668176	23507	23507	96893	96893	58257	58257
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_4-flat100-7.cnf-90-cc]	0.03301843050867319	0.03199273982533702	1166	1166	4089	4089	473	473
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_reg-4_n-90_rinst-07]	0.07035642915538379	0.059765968355350196	3830	3830	14327	14327	2032	2032
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_gnp-k_5_n-90_rinst-02]	0.3136982722207904	0.2506341193802655	29444	29444	107521	107521	43612	43612
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_graph-2D-triag-pbc-qubitnodes_Lx-13_Ly-13_h-0.1]	0.04105617858469486	0.040019072902699314	2556	2556	9054	9054	1780	1780
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-46_U-2_enc-gray_d-4]	0.12593449209816754	0.1281979028135538	5367	5367	24219	24219	15475	15475
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-2D-grid-nonpbc-qubitnodes_Lx-7_Ly-7_U-70_enc-gray_d-4]	0.22683657109737396	0.18163093769301972	14411	14411	57155	57155	32706	32706
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-50_U-2_enc-jw]	0.052989507486161436	0.04527790429578586	3224	3224	12094	12094	5709	5709
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-st70_Ncity-10_enc-unary]	0.08355517370196489	0.08124526543542743	5220	5220	20464	20464	2879	2879
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_tsp_prob-pr76_Ncity-10_enc-unary]	0.08371245364348094	0.08011196693405509	5220	5220	20371	20371	2854	2854
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-10_Ly-10_U-30_enc-stdbinary_d-4]	0.3129892672101657	0.31264602905139327	21309	21309	82923	82923	44190	44190
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_queen13_13,n-28,rinst-0]	0.05670349041206969	0.05464331941171126	2343	2343	8507	8507	594	594
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_will199gpia,n-60,rinst-8]	0.1201236192137003	0.11366384290158749	9510	9510	36386	36386	9578	9578
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-60_U-10_enc-stdbinary_d-4]	0.1320889953058213	0.12307921121828258	4488	4488	20896	20896	12751	12751
device_hamiltonians	test_hamlib_hamiltonians_transpile[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-3_Ly-22_U-70_enc-unary_d-4]	0.7934941463172436	0.638159922324121	52899	52899	207408	207408	110189	110189
feynman	test_feynman_transpile[W-state.qasm]	0.008322022171044836	0.008317441221768572	10	10	51	51	36	36
feynman	test_feynman_transpile[adder.qasm]	0.010167628796281	0.010202670856923252	94	94	430	430	288	288
feynman	test_feynman_transpile[adder_8.qasm]	0.02261382699944079	0.022183621967477456	760	760	3179	3179	994	994
feynman	test_feynman_transpile[barenco_tof_10.qasm]	0.016397017466484524	0.01617379781479637	319	319	1468	1468	889	889
feynman	test_feynman_transpile[barenco_tof_3.qasm]	0.00800667946105418	0.007908534479595847	36	36	164	164	124	124
feynman	test_feynman_transpile[barenco_tof_4.qasm]	0.008585867258246805	0.008536522139025771	78	78	350	350	230	230
feynman	test_feynman_transpile[barenco_tof_5.qasm]	0.010019847438955794	0.009965402792052677	119	119	552	552	341	341
feynman	test_feynman_transpile[bigadder.qasm]	0.014138947268400122	0.014056287316688851	240	240	1047	1047	497	497
feynman	test_feynman_transpile[csla_mux_3.qasm]	0.011209271306735139	0.01113406359218061	153	153	641	641	246	246
feynman	test_feynman_transpile[csum_mux_9.qasm]	0.01928307033247418	0.018993783983643407	411	411	1643	1643	324	324
feynman	test_feynman_transpile[gf2^10_mult.qasm]	0.03420826925763062	0.03307738334968172	1804	1804	6968	6968	1786	1786
feynman	test_feynman_transpile[gf2^16_mult.qasm]	0.07040349673479795	0.06811144364376863	4690	4690	17973	17973	3600	3600
feynman	test_feynman_transpile[gf2^32_mult.qasm]	0.24597656317055225	0.23949815407395364	18246	18246	69230	69230	9183	9183
feynman	test_feynman_transpile[gf2^4_mult.qasm]	0.011888884304874186	0.011721395188942552	225	225	912	912	446	446
feynman	test_feynman_transpile[gf2^5_mult.qasm]	0.014293718710541725	0.014092689353054848	361	361	1493	1493	608	608
feynman	test_feynman_transpile[gf2^6_mult.qasm]	0.017390594147799306	0.017106644231183774	543	543	2182	2182	790	790
feynman	test_feynman_transpile[gf2^7_mult.qasm]	0.020664789519893628	0.020295675184267264	785	785	3125	3125	1020	1020
feynman	test_feynman_transpile[gf2^8_mult.qasm]	0.025411241425153535	0.02488168506178914	1139	1139	4407	4407	1424	1424
feynman	test_feynman_transpile[gf2^9_mult.qasm]	0.028579007286359284	0.028118863701820374	1436	1436	5511	5511	1634	1634
feynman	test_feynman_transpile[grover_5.qasm]	0.01694737368009307	0.016785324005217386	470	470	2138	2138	1383	1383
feynman	test_feynman_transpile[ham15-high.qasm]	0.07213576577071633	0.07061328951801572	4925	4925	19592	19592	11253	11253
feynman	test_feynman_transpile[ham15-low.qasm]	0.018438114907662822	0.01832759752869606	781	781	2937	2937	1207	1207
feynman	test_feynman_transpile[ham15-med.qasm]	0.02617420448223129	0.025907317226802982	1220	1220	4919	4919	2684	2684
feynman	test_feynman_transpile[hwb10.qasm]	1.4588532708585262	1.2234688866883516	109341	109341	414424	414424	183344	183344
feynman	test_feynman_transpile[hwb11.qasm]	5.180724184960127	4.22699623554945	331684	331684	1241550	1241550	557210	557210
feynman	test_feynman_transpile[hwb12.qasm]	10.954393891617656	8.847183721140027	644148	644148	2409405	2409405	1066858	1066858
feynman	test_feynman_transpile[hwb6.qasm]	0.011580143543616148	0.011597728729248047	210	210	927	927	564	564
feynman	test_feynman_transpile[hwb8.qasm]	0.2690215236507356	0.22213698737323284	18229	18229	72596	72596	36534	36534
feynman	test_feynman_transpile[inverseqft1.qasm]	0.008828992930215758	0.008753940226289175	0	0	40	40	30	30
feynman	test_feynman_transpile[inverseqft2.qasm]	0.006067716967194311	0.006016382467791889	0	0	35	35	22	22
feynman	test_feynman_transpile[mod5_4.qasm]	0.008198565646874167	0.0080580570819703	45	45	189	189	154	154
feynman	test_feynman_transpile[mod_adder_1024.qasm]	0.06334242009772705	0.06094903235926347	3961	3961	15876	15876	8813	8813
feynman	test_feynman_transpile[mod_mult_55.qasm]	0.008989792405012643	0.008937997091561557	85	85	373	373	167	167
feynman	test_feynman_transpile[mod_red_21.qasm]	0.011458530277013778	0.01131944383748553	199	199	841	841	511	511
feynman	test_feynman_transpile[qcla_adder_10.qasm]	0.0257239361317494	0.02513696816749871	485	485	2032	2032	442	442
feynman	test_feynman_transpile[qcla_com_7.qasm]	0.01963646008687861	0.019289728110799424	355	355	1540	1540	334	334
feynman	test_feynman_transpile[qcla_mod_7.qasm]	0.02557301578613428	0.025057803327217697	915	915	3645	3645	890	890
feynman	test_feynman_transpile[qec.qasm]	0.006473515375420965	0.006343507179007027	4	4	24	24	14	14
feynman	test_feynman_transpile[qft.qasm]	0.007002651630862941	0.006878258993050882	16	16	81	81	61	61
feynman	test_feynman_transpile[qft_4.qasm]	0.009827851504087447	0.008970264819535343	83	83	352	352	243	243
feynman	test_feynman_transpile[qpt.qasm]	0.0027825500371296014	0.0027909406724021487	0	0	6	6	4	4
feynman	test_feynman_transpile[rb.qasm]	0.0034075799755192556	0.0028177854928848234	2	2	14	14	9	9
feynman	test_feynman_transpile[rc_adder_6.qasm]	0.011539220481234439	0.011629296688451654	157	157	664	664	320	320
feynman	test_feynman_transpile[teleport.qasm]	0.005724757237152921	0.00578676104884256	2	2	29	29	17	17
feynman	test_feynman_transpile[teleportv2.qasm]	0.006521769182290882	0.006611806316937827	2	2	30	30	18	18
feynman	test_feynman_transpile[tof_10.qasm]	0.013271843580758735	0.01331867096836076	145	145	717	717	473	473
feynman	test_feynman_transpile[tof_3.qasm]	0.007866249298890128	0.007836877778172492	24	24	118	118	84	84
feynman	test_feynman_transpile[tof_4.qasm]	0.008136590713994545	0.008227866218705488	41	41	206	206	146	146
feynman	test_feynman_transpile[tof_5.qasm]	0.008735256890455881	0.008823968372915101	58	58	290	290	194	194
feynman	test_feynman_transpile[vbe_adder_3.qasm]	0.010138373841176327	0.010283573163729725	98	98	425	425	245	245
