group	name	wall_m	wall_p	g2q_m	g2q_p	gt_m	gt_p	d_m	d_p
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-1D-grid-pbc-qubitnodes_Lx-60_U-10_enc-stdbinary_d-4-linear]	0.12474720262818867	0.11060800775885582	5037	5037	22794	22794	13432	13432
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-3_Ly-22_U-70_enc-unary_d-4-all-to-all]	0.6102134957909584	0.5616432912647724	25524	25524	105409	105409	69805	69805
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-3_Ly-22_U-70_enc-unary_d-4-square]	0.7739741336554289	0.6226678173989058	46007	46007	191648	191648	104206	104206
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-3_Ly-22_U-70_enc-unary_d-4-heavy-hex]	0.8913814006373286	0.7332103531807661	54637	54637	225777	225777	115350	115350
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-pbc-qubitnodes_Lx-3_Ly-22_U-70_enc-unary_d-4-linear]	1.136482173576951	0.9411257850006223	95243	95243	368941	368941	160036	160036
abstract_hamiltonians	test_hamiltonians[ham_1-fullins_5,n-48,rinst-7-all-to-all]	0.3687782281388839	0.3386605544947088	10380	10380	39738	39738	15275	15275
abstract_hamiltonians	test_hamiltonians[ham_1-fullins_5,n-48,rinst-7-square]	0.4221052626768748	0.3375722902516524	25147	25147	105071	105071	33190	33190
abstract_hamiltonians	test_hamiltonians[ham_1-fullins_5,n-48,rinst-7-heavy-hex]	0.49927337653934956	0.4327804160614808	33115	33115	137019	137019	37609	37609
abstract_hamiltonians	test_hamiltonians[ham_1-fullins_5,n-48,rinst-7-linear]	0.7730555478483438	0.6165765626356006	63649	63649	247071	247071	61391	61391
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-nonpbc-qubitnodes_Lx-11_Ly-11_U-100_enc-gray_d-4-all-to-all]	0.4846691818286975	0.45434078946709633	12421	12421	57866	57866	40205	40205
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-nonpbc-qubitnodes_Lx-11_Ly-11_U-100_enc-gray_d-4-square]	0.5060010300949216	0.42648447925845784	25622	25622	112500	112500	65243	65243
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-nonpbc-qubitnodes_Lx-11_Ly-11_U-100_enc-gray_d-4-heavy-hex]	0.540720222517848	0.4645683603982131	34421	34421	144596	144596	81720	81720
abstract_hamiltonians	test_hamiltonians[ham_bh_graph-2D-triag-nonpbc-qubitnodes_Lx-11_Ly-11_U-100_enc-gray_d-4-linear]	0.7945567378774285	0.5853322399780154	57341	57341	229409	229409	122452	122452
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-nonpbc-qubitnodes_Lx-90_U-2_enc-jw-all-to-all]	0.17907604233672222	0.1730964950596293	536	536	3868	3868	798	798
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-nonpbc-qubitnodes_Lx-90_U-2_enc-jw-square]	0.12061697782741652	0.11343948625855976	1951	1951	9135	9135	1964	1964
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-nonpbc-qubitnodes_Lx-90_U-2_enc-jw-heavy-hex]	0.0710866214086612	0.061794587246635384	3022	3022	12752	12752	3259	3259
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-nonpbc-qubitnodes_Lx-90_U-2_enc-jw-linear]	0.060333307935959764	0.05581174429971725	1110	1110	6084	6084	1636	1636
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-pbc-qubitnodes_Lx-19_Ly-19_h-0.5-all-to-all]	0.20773820243775845	0.20574501492083072	1140	1140	5393	5393	971	971
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-pbc-qubitnodes_Lx-19_Ly-19_h-0.5-square]	0.12346159604688485	0.11044354550540447	4560	4560	17921	17921	3273	3273
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-pbc-qubitnodes_Lx-19_Ly-19_h-0.5-heavy-hex]	0.11302575489713086	0.09667924198914658	6804	6804	26013	26013	3998	3998
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-pbc-qubitnodes_Lx-19_Ly-19_h-0.5-linear]	0.21892041452229022	0.18271101421366134	21971	21971	80089	80089	10496	10496
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-58_h-2-all-to-all]	0.48017439618706703	0.4768808949738741	1551	1551	9185	9185	1503	1503
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-58_h-2-square]	0.23335642972961068	0.2269162241369486	5172	5172	22190	22190	3633	3633
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-58_h-2-heavy-hex]	0.13374485448002815	0.12926936615258455	7128	7128	29387	29387	4288	4288
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-58_h-2-linear]	0.15724511391350202	0.15396849598203385	5805	5805	24528	24528	3213	3213
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-triag-nonpbc-qubitnodes_Lx-16_Ly-16_U-4_enc-bk-all-to-all]	0.8380204988643527	0.8264354774728417	11437	11437	43131	43131	17715	17715
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-triag-nonpbc-qubitnodes_Lx-16_Ly-16_U-4_enc-bk-square]	0.6538245556876063	0.562076429836452	29624	29624	115089	115089	33497	33497
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-triag-nonpbc-qubitnodes_Lx-16_Ly-16_U-4_enc-bk-heavy-hex]	0.8590114284306765	0.7544103944674134	47021	47021	179672	179672	51445	51445
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-triag-nonpbc-qubitnodes_Lx-16_Ly-16_U-4_enc-bk-linear]	2.2270036954432726	2.0803204979747534	156768	156768	573070	573070	148933	148933
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-160_U-12_enc-parity-all-to-all]	0.6569545697420835	0.6644902918487787	3493	3493	14906	14906	11692	11692
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-160_U-12_enc-parity-square]	0.4826726708561182	0.4401473527153333	9950	9950	39758	39758	19773	19773
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-160_U-12_enc-parity-heavy-hex]	0.2440706193447113	0.2061822634190321	17526	17526	67681	67681	30843	30843
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-1D-grid-pbc-qubitnodes_Lx-160_U-12_enc-parity-linear]	0.34574563677112263	0.2905696895904839	31891	31891	115960	115960	45738	45738
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-160_h-0.1-all-to-all]	0.6084405910223722	0.6045239418745041	1606	1606	7893	7893	1204	1204
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-160_h-0.1-square]	0.17243884969502687	0.15448173534657275	6347	6347	25212	25212	3350	3350
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-160_h-0.1-heavy-hex]	0.17057585002233586	0.14915623436016695	8655	8655	33477	33477	4432	4432
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-3_Ly-160_h-0.1-linear]	0.30211836751550436	0.2564301467500627	24404	24404	88757	88757	10432	10432
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-19_Ly-19_h-5-all-to-all]	0.8855159962549806	0.7879564194008708	1368	1368	7147	7147	677	677
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-19_Ly-19_h-5-square]	0.056496786471042365	0.05079773401743487	1368	1368	7128	7128	687	687
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-19_Ly-19_h-5-heavy-hex]	0.18412703399856886	0.1603952611663512	10040	10040	38842	38842	3541	3541
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-19_Ly-19_h-5-linear]	0.36277335571746033	0.31779439685245353	26897	26897	98154	98154	5101	5101
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-185_h-0.5-all-to-all]	0.9524623341858387	0.8692898079752922	1665	1665	9973	9973	4361	4361
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-185_h-0.5-square]	0.3012786596082151	0.29311862029135227	5295	5295	23026	23026	7052	7052
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-185_h-0.5-heavy-hex]	0.15687106842441217	0.15373502245971135	8367	8367	33935	33935	9118	9118
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-185_h-0.5-linear]	0.1665422453411988	0.16147125672016824	5430	5430	23226	23226	6520	6520
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-105_U-8_enc-bk-all-to-all]	1.7723626494407654	1.5164927951991558	5788	5788	24077	24077	5209	5209
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-105_U-8_enc-bk-square]	0.49594490354259807	0.4279845313479503	21049	21049	82523	82523	13979	13979
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-105_U-8_enc-bk-heavy-hex]	0.6012311447411776	0.5164110576733947	33903	33903	129343	129343	22096	22096
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-2_Ly-105_U-8_enc-bk-linear]	1.779276717454195	1.4510288033634424	113212	113212	409734	409734	83036	83036
abstract_hamiltonians	test_hamiltonians[ham_ash608gpia,n-160,rinst-1-all-to-all]	2.162949988618493	1.7295884378254414	2268	2268	9942	9942	381	381
abstract_hamiltonians	test_hamiltonians[ham_ash608gpia,n-160,rinst-1-square]	0.3103123353794217	0.2845082050189376	10815	10815	41849	41849	3116	3116
abstract_hamiltonians	test_hamiltonians[ham_ash608gpia,n-160,rinst-1-heavy-hex]	0.34679598671694595	0.3108903244137764	17169	17169	64907	64907	4291	4291
abstract_hamiltonians	test_hamiltonians[ham_ash608gpia,n-160,rinst-1-linear]	1.3219645656645298	1.1507734972983599	95983	95983	340761	340761	16215	16215
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-4_Ly-133_h-0.1-all-to-all]	3.2564453445374966	2.4273290652781725	2781	2781	16511	16511	3231	3231
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-4_Ly-133_h-0.1-square]	0.5239766724407673	0.5073307184502482	11571	11571	47741	47741	7553	7553
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-4_Ly-133_h-0.1-heavy-hex]	0.28339314088225365	0.27632543817162514	12150	12150	50308	50308	8255	8255
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-4_Ly-133_h-0.1-linear]	0.36016066186130047	0.3579772499700387	8337	8337	36773	36773	5979	5979
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-148_h-6-all-to-all]	4.4976657927036285	3.684504821896553	2368	2368	12060	12060	3153	3153
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-148_h-6-square]	0.33120872887472314	0.29886979795992374	12828	12828	50541	50541	8791	8791
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-148_h-6-heavy-hex]	0.33058933603266877	0.2957412600517273	18164	18164	69590	69590	11770	11770
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-148_h-6-linear]	0.4516530390828848	0.4154329268882672	20958	20958	79596	79596	14013	14013
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-72_U-0_enc-parity-all-to-all]	9.156773844733834	7.206165626645088	28644	28644	100970	100970	89248	89248
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-72_U-0_enc-parity-square]	3.784971695393324	3.783405914902687	28638	28638	101054	101054	89207	89207
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-72_U-0_enc-parity-heavy-hex]	18.194045804440975	16.82956657744944	135554	135554	508419	508419	264691	264691
abstract_hamiltonians	test_hamiltonians[ham_fh-graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-72_U-0_enc-parity-linear]	0.49279888067394495	0.425896093249321	28694	28694	101513	101513	89521	89521
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-190_h-0-all-to-all]	10.626829089596868	8.254095098003745	4560	4560	26675	26675	6653	6653
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-190_h-0-square]	0.5271732900291681	0.515814395621419	19197	19197	79050	79050	14515	14515
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-190_h-0-heavy-hex]	0.5427287751808763	0.5283417860046029	29784	29784	116707	116707	20796	20796
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-4_Ly-190_h-0-linear]	0.7544319489970803	0.7405151855200529	27417	27417	108706	108706	19644	19644
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-40_Ly-40_h-0.1-all-to-all]	15.002631571143866	12.768132677301764	7380	7380	43093	43093	3161	3161
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-40_Ly-40_h-0.1-square]	0.8791004661470652	0.8463827921077609	31842	31842	130450	130450	14689	14689
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-40_Ly-40_h-0.1-heavy-hex]	0.9090348770841956	0.876288584433496	50877	50877	198066	198066	18947	18947
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-triag-nonpbc-qubitnodes_Lx-40_Ly-40_h-0.1-linear]	1.7125168778002262	1.6544057801365852	93627	93627	348241	348241	26091	26091
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-186_h-0.5-all-to-all]	19.608970722183585	16.63974160887301	5007	5007	29617	29617	4547	4547
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-186_h-0.5-square]	1.4539010412991047	1.420332945883274	25812	25812	104197	104197	13552	13552
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-186_h-0.5-heavy-hex]	0.7854865379631519	0.7795810019597411	33282	33282	129749	129749	17782	17782
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-nonpbc-qubitnodes_Lx-5_Ly-186_h-0.5-linear]	1.032620757818222	1.0438012965023518	18066	18066	76897	76897	10007	10007
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-186_h-3-all-to-all]	19.042998915538192	17.13779181614518	5580	5580	32727	32727	6524	6524
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-186_h-3-square]	0.8145928122103214	0.8003011560067534	25557	25557	104618	104618	14976	14976
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-186_h-3-heavy-hex]	0.856083651073277	0.8341200882568955	40311	40311	156127	156127	23529	23529
abstract_hamiltonians	test_hamiltonians[ham_graph-2D-grid-pbc-qubitnodes_Lx-5_Ly-186_h-3-linear]	1.167379567399621	1.1839481089264154	42678	42678	164212	164212	27432	27432
abstract_large	test_QASMBench_large[100-all-to-all]	0.5424274001270533	0.512272291816771	14835	14835	109394	109394	1412	1412
abstract_large	test_QASMBench_large[100-square]	1.2933903597295284	1.131842453032732	67890	67890	301826	301826	28922	28922
abstract_large	test_QASMBench_large[100-heavy-hex]	1.6688374802470207	1.3847539462149143	97404	97404	408621	408621	30286	30286
abstract_large	test_QASMBench_large[100-linear]	5.447698850184679	4.379637898877263	347676	347676	1284601	1284601	58327	58327
abstract_large	test_QASMBench_large[32-all-to-all]	0.06345140479970723	0.06113264954183251	1488	1488	11105	11105	454	454
abstract_large	test_QASMBench_large[32-square]	0.08719244397555788	0.07478424241500241	3633	3633	19165	19165	3235	3235
abstract_large	test_QASMBench_large[32-heavy-hex]	0.10145187042653561	0.08604322119869968	4959	4959	23898	23898	3139	3139
abstract_large	test_QASMBench_large[32-linear]	0.14451744992818152	0.12014161712593502	9870	9870	41132	41132	4746	4746
abstract_large	test_QASMBench_large[adder_n118-all-to-all]	0.08119662012904882	0.0810408176233371	845	845	4104	4104	1128	1128
abstract_large	test_QASMBench_large[adder_n118-square]	0.07665353201861892	0.06915614381432533	1660	1660	7405	7405	1982	1982
abstract_large	test_QASMBench_large[adder_n118-heavy-hex]	0.0513991410844028	0.04937842142369066	2313	2313	9779	9779	2873	2873
abstract_large	test_QASMBench_large[adder_n118-linear]	0.04403102584183216	0.0435993108574463	1579	1579	7176	7176	2246	2246
abstract_large	test_QASMBench_large[adder_n28-all-to-all]	0.018635148077078584	0.017274300741442178	195	195	942	942	355	355
abstract_large	test_QASMBench_large[adder_n28-square]	0.013954559134112464	0.013526351420559746	319	319	1453	1453	551	551
abstract_large	test_QASMBench_large[adder_n28-heavy-hex]	0.015190756850643083	0.014924617164069787	365	365	1638	1638	741	741
abstract_large	test_QASMBench_large[adder_n28-linear]	0.012150934827513993	0.012004925833119974	294	294	1410	1410	533	533
abstract_large	test_QASMBench_large[adder_n433-all-to-all]	1.674354575574398	1.5512908902019262	3120	3120	15322	15322	3900	3900
abstract_large	test_QASMBench_large[adder_n433-square]	0.257054391130805	0.24344557002186776	7270	7270	31725	31725	7719	7719
abstract_large	test_QASMBench_large[adder_n433-heavy-hex]	0.2420509397983551	0.23254936002194881	11546	11546	47692	47692	12925	12925
abstract_large	test_QASMBench_large[adder_n433-linear]	2.0664565563201904	2.0628905463963747	16602	16602	65961	65961	19660	19660
abstract_large	test_QASMBench_large[adder_n64-all-to-all]	0.036446893863655905	0.03526917106605002	455	455	2218	2218	674	674
abstract_large	test_QASMBench_large[adder_n64-square]	0.02733644822964797	0.02620463641850572	843	843	3838	3838	1273	1273
abstract_large	test_QASMBench_large[adder_n64-heavy-hex]	0.03024905316080108	0.02917507780449731	1003	1003	4478	4478	1539	1539
abstract_large	test_QASMBench_large[adder_n64-linear]	0.022813037503510714	0.021901024878025054	691	691	3329	3329	1030	1030
abstract_large	test_QASMBench_large[bv_n140-all-to-all]	0.3091841200366616	0.35063131464024383	72	72	1143	1143	118	118
abstract_large	test_QASMBench_large[bv_n140-square]	0.039403707577058904	0.03672344936057925	362	362	2371	2371	887	887
abstract_large	test_QASMBench_large[bv_n140-heavy-hex]	0.05482982275517363	0.052775622252374886	513	513	2891	2891	1068	1068
abstract_large	test_QASMBench_large[bv_n140-linear]	0.023217908505882536	0.023229074296216633	359	359	2796	2796	1116	1116
abstract_large	test_QASMBench_large[bv_n280-all-to-all]	1.5865689180791378	1.7933422345668077	152	152	2342	2342	219	219
abstract_large	test_QASMBench_large[bv_n280-square]	0.057279676095479064	0.056149063942333065	930	930	5687	5687	2113	2113
abstract_large	test_QASMBench_large[bv_n280-heavy-hex]	0.06946232529977957	0.06589850888121873	1507	1507	7764	7764	2991	2991
abstract_large	test_QASMBench_large[bv_n280-linear]	0.05438826027277269	0.053759668953716755	824	824	6174	6174	2471	2471
abstract_large	test_QASMBench_large[bv_n30-all-to-all]	0.01804106068782142	0.016002233710084388	18	18	257	257	36	36
abstract_large	test_QASMBench_large[bv_n30-square]	0.024475147220783117	0.023296279399547468	46	46	363	363	121	121
abstract_large	test_QASMBench_large[bv_n30-heavy-hex]	0.009059940387896441	0.008773936613185986	75	75	444	444	165	165
abstract_large	test_QASMBench_large[bv_n30-linear]	0.0063944343781592895	0.006338857628148177	62	62	534	534	206	206
abstract_large	test_QASMBench_large[bv_n70-all-to-all]	0.06586331722792238	0.06561049167066813	36	36	559	559	65	65
abstract_large	test_QASMBench_large[bv_n70-square]	0.03315016372750203	0.030740868977525017	137	137	953	953	279	279
abstract_large	test_QASMBench_large[bv_n70-heavy-hex]	0.033362594433128834	0.03137548512313515	164	164	1074	1074	411	411
abstract_large	test_QASMBench_large[bv_n70-linear]	0.010957965838976881	0.010956360550408953	151	151	1256	1256	480	480
abstract_large	test_QASMBench_large[bwt_n37-all-to-all]	15.105311673134565	14.184367761015892	604400	604400	2970897	2970897	1615901	1615901
abstract_large	test_QASMBench_large[bwt_n37-square]	32.652768624946475	30.45237799361348	1537497	1537497	6475385	6475385	2956627	2956627
